id,scrape_time,clean_time,status
20230101222610,1.3779711723327637,0.0343129634857177,yes
20230102032848,2.666692018508911,0.0218658447265625,yes
20230103175524,2.6964149475097656,0.0188589096069335,yes
20230104235859,3.944478988647461,0.0266780853271484,yes
20230105215845,1.3487508296966553,0.0338733196258544,yes
20230106104657,0.1379091739654541,0.0121819972991943,yes
20230108001533,3.83341383934021,0.0466392040252685,yes
20230108215059,1.8445792198181152,0.0270719528198242,yes
20230109230229,1.8949389457702637,0.0183498859405517,yes
20230110220501,0.8638253211975098,0.0135338306427001,yes
20230111233404,2.800339937210083,0.0540032386779785,yes
20230112234816,1.2707479000091553,0.1531672477722168,yes
20230113230852,2.904979944229126,0.0271260738372802,yes
20230114234207,2.7574939727783203,0.0195159912109375,yes
20230116003950,0.2376492023468017,0.0141656398773193,yes
20230116223949,0.4946458339691162,0.0255780220031738,yes
20230118005812,3.003216028213501,0.0314757823944091,yes
20230118232854,5.283857822418213,0.0219640731811523,yes
20230119225736,2.362138032913208,0.0370619297027587,yes
20230120190559,5.682424068450928,0.0186018943786621,yes
20230122010341,0.497647762298584,0.017719030380249,yes
20230122230856,2.8362231254577637,0.0241079330444335,yes
20230123223641,0.1665310859680175,0.0126991271972656,yes
20230124232900,2.2111308574676514,0.0114781856536865,yes
20230126010216,1.583331823348999,0.0186750888824462,yes
20230127000810,4.055541038513184,0.0169739723205566,yes
20230127235118,0.3422479629516601,0.0188441276550292,yes
20230128223951,0.4499392509460449,0.0420968532562255,yes
20230130005133,0.6783010959625244,0.0175647735595703,yes
20230130235453,0.3250579833984375,0.0167012214660644,yes
20230201005443,1.0969951152801514,0.0256690979003906,yes
20230202011207,0.1780810356140136,0.0114338397979736,yes
20230202225423,2.1680707931518555,0.019270896911621,yes
20230203231123,0.8136708736419678,0.0203261375427246,yes
20230204235618,3.3366808891296387,0.02183198928833,yes
20230205230121,0.4297909736633301,0.0182459354400634,yes
20230207004804,1.9732632637023928,0.047818899154663,yes
20230208000929,2.4249231815338135,0.0242948532104492,yes
20230208150352,0.7437961101531982,0.0163829326629638,yes
20230209202851,0.5337707996368408,0.0190119743347167,yes
20230210162423,0.7249939441680908,0.0199570655822753,yes
20230211214821,2.5778648853302,0.0334100723266601,yes
20230212225258,0.0125679969787597,0.0105199813842773,yes
20230213213400,0.416543960571289,0.0196521282196044,yes
20230214085505,0.7429871559143066,0.0180459022521972,yes
20230216002517,0.220095157623291,0.0147528648376464,yes
20230216165854,2.4289119243621826,0.0225050449371337,yes
20230218000337,0.3807170391082763,0.0111880302429199,yes
20230218233541,0.8635709285736084,0.0145621299743652,yes
20230219234025,2.3632771968841553,0.0232248306274414,yes
20230220195923,1.4307641983032229,0.0196859836578369,yes
20230221154441,3.4333319664001465,0.101374864578247,yes
20230223004353,0.2109808921813964,0.0148992538452148,yes
20230223231606,5.104876756668091,0.0317859649658203,yes
20230224214523,0.1838998794555664,0.0134720802307128,yes
20230225031439,1.2430200576782229,0.0217158794403076,yes
20230226213516,1.3928089141845703,0.0155959129333496,yes
20230227232943,4.621464729309082,0.0480141639709472,yes
20230301002957,5.29156494140625,0.0035450458526611,yes
20230301083504,1.588315725326538,0.0151202678680419,yes
20230302235321,4.339554071426392,0.0434691905975341,yes
20230304004441,1.5921692848205566,0.0201218128204345,yes
20230304025131,0.5742390155792236,0.0166609287261962,yes
20230305225407,0.7803828716278076,0.0492541790008544,yes
20230306235926,1.4581589698791504,0.023502111434936523,yes
